committee_membership_id,person_id,committee_id,assembly_id,role,start_date,end_date,dates_bracketed,notes,source_ids
CMM-a447c6afcfac,TNP-00544,CMT-8a5b9ec83476,ARP-2014,member,2014-12-02,2016-12-30,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 10 readable captures of its page; the recorded span 2014-12-02..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-b0800cf9c606,TNP-00544,CMT-601d95a949aa,ARP-2014,member,2014-12-02,2016-12-14,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 9 readable captures of its page; the recorded span 2014-12-02..2016-12-14 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-9a1045cfc641,TNP-00544,CMT-601d95a949aa,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 9 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-bd7533899d6e,TNP-00544,CMT-535731ec7ffd,ARP-2014,member,2017-01-13,2019-05-08,true,"observed on this committee on captures from 2017-01-13 to 2017-04-28, out of 9 readable captures of its page; the recorded span 2017-01-13..2019-05-08 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-97bc3526eb33,TNP-00544,CMT-e5dff9bf0bca,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-e2ee896840d2,TNP-00835,CMT-4633b2874c88,ARP-2014,member,2014-12-02,2017-01-14,true,"observed on this committee on captures from 2015-03-07 to 2016-10-30, out of 12 readable captures of its page; the recorded span 2014-12-02..2017-01-14 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-2974b38bbe21,TNP-00835,CMT-8a5b9ec83476,ARP-2014,rapporteur,2016-12-30,2019-10-05,true,"observed on this committee on captures from 2016-12-30 to 2019-08-23, out of 10 readable captures of its page; the recorded span 2016-12-30..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-7ce80871db75,TNP-00835,CMT-a48500711e9b,ARP-2014,member,2014-12-02,2017-04-29,true,"observed on this committee on captures from 2015-03-07 to 2016-10-07, out of 12 readable captures of its page; the recorded span 2014-12-02..2017-04-29 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-246f2c95265b,TNP-00835,CMT-90ddb75794d7,ARP-2014,member,2019-08-21,2019-10-05,true,"observed on this committee on captures from 2019-08-21 to 2019-09-17, out of 8 readable captures of its page; the recorded span 2019-08-21..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-0afb43fddf75,TNP-00835,CMT-8d6af35d5cb4,ARP-2014,chair,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-731f3d0c349b,TNP-00836,CMT-8a5b9ec83476,ARP-2014,member,2014-12-02,2016-12-30,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 10 readable captures of its page; the recorded span 2014-12-02..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-d0d7a5b105cb,TNP-00836,CMT-90ddb75794d7,ARP-2014,member,2014-12-02,2017-01-27,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 8 readable captures of its page; the recorded span 2014-12-02..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-7caedbf1350e,TNP-00837,CMT-7858621d9962,ARP-2014,member,2016-09-14,2019-07-23,true,"observed on this committee on captures from 2016-09-14 to 2017-06-24, out of 12 readable captures of its page; the recorded span 2016-09-14..2019-07-23 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-13720d234069,TNP-00837,CMT-8a5b9ec83476,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 10 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-cdc1dd81a5ee,TNP-00837,CMT-90ddb75794d7,ARP-2014,member,2019-08-21,2019-10-05,true,"observed on this committee on captures from 2019-08-21 to 2019-09-17, out of 8 readable captures of its page; the recorded span 2019-08-21..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-47d817bf269f,TNP-00838,CMT-4633b2874c88,ARP-2014,member,2014-12-02,2016-07-27,true,"observed on this committee on captures from 2015-03-07 to 2016-01-23, out of 12 readable captures of its page; the recorded span 2014-12-02..2016-07-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-3c5cbd731d83,TNP-00838,CMT-4633b2874c88,ARP-2014,member,2016-09-15,2016-10-30,true,"observed on this committee on captures from 2016-09-15 to 2016-09-15, out of 12 readable captures of its page; the recorded span 2016-09-15..2016-10-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-c082b665175a,TNP-00838,CMT-47b4ceeab70a,ARP-2014,assistant_rapporteur,2017-05-31,2019-10-05,true,"observed on this committee on captures from 2017-05-31 to 2019-08-23, out of 8 readable captures of its page; the recorded span 2017-05-31..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-3d3e50ceb2fd,TNP-00838,CMT-f7166b323046,ARP-2014,member,2016-09-14,2016-12-30,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 5 readable captures of its page; the recorded span 2016-09-14..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-cd6c714c45ff,TNP-00838,CMT-535731ec7ffd,ARP-2014,member,2014-12-02,2019-05-08,true,"observed on this committee on captures from 2015-03-07 to 2017-04-28, out of 9 readable captures of its page; the recorded span 2014-12-02..2019-05-08 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-3d4e047c60a7,TNP-00838,CMT-a48500711e9b,ARP-2014,member,2019-05-08,2019-10-05,true,"observed on this committee on captures from 2019-05-08 to 2019-09-18, out of 12 readable captures of its page; the recorded span 2019-05-08..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-8921ea555443,TNP-00838,CMT-8d6af35d5cb4,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-ed52a441409f,TNP-00839,CMT-3a051620fd33,ARP-2014,member,2017-06-25,2019-07-22,true,"observed on this committee on captures from 2017-06-25 to 2017-06-25, out of 12 readable captures of its page; the recorded span 2017-06-25..2019-07-22 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-f7c215405e8f,TNP-00839,CMT-b9e5e4367488,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-37b77729cfe9,TNP-00839,CMT-f7166b323046,ARP-2014,assistant_rapporteur,2016-12-30,2019-10-05,true,"observed on this committee on captures from 2016-12-30 to 2019-08-23, out of 5 readable captures of its page; the recorded span 2016-12-30..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-d69759805940,TNP-00839,CMT-535731ec7ffd,ARP-2014,rapporteur,2014-12-02,2017-01-13,true,"observed on this committee on captures from 2015-03-07 to 2016-09-15, out of 9 readable captures of its page; the recorded span 2014-12-02..2017-01-13 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-184ec6d33784,TNP-00840,CMT-879180464a95,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-44d1e1cb5672,TNP-00840,CMT-2bc1cee50ba8,ARP-2014,member,2014-12-02,2015-11-13,true,"observed on this committee on captures from 2015-03-07 to 2015-03-07, out of 12 readable captures of its page; the recorded span 2014-12-02..2015-11-13 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-b0cb9155acb7,TNP-00840,CMT-2bc1cee50ba8,ARP-2014,assistant_rapporteur,2017-01-16,2019-10-05,true,"observed on this committee on captures from 2017-01-16 to 2019-09-17, out of 12 readable captures of its page; the recorded span 2017-01-16..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-dc026be9aaff,TNP-00840,CMT-90ddb75794d7,ARP-2014,member,2017-01-27,2019-08-21,true,"observed on this committee on captures from 2017-01-27 to 2017-05-17, out of 8 readable captures of its page; the recorded span 2017-01-27..2019-08-21 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-c6a85ce97c0a,TNP-00840,CMT-e1fb561ef6b9,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-8db86293920a,TNP-00841,CMT-3a051620fd33,ARP-2014,member,2014-12-02,2019-07-22,true,"observed on this committee on captures from 2015-03-07 to 2017-06-25, out of 12 readable captures of its page; the recorded span 2014-12-02..2019-07-22 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-8c001b44daf8,TNP-00841,CMT-8a5b9ec83476,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 10 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-0133bc5483dd,TNP-00841,CMT-601d95a949aa,ARP-2014,vice_chair,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-b69e1f0ce330,TNP-00841,CMT-8d6af35d5cb4,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-d6ebdd4f6a37,TNP-00842,CMT-cab87800ef44,ARP-2014,member,2014-12-02,2019-07-22,true,"observed on this committee on captures from 2015-03-07 to 2017-06-24, out of 11 readable captures of its page; the recorded span 2014-12-02..2019-07-22 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-e9794c115cbc,TNP-00842,CMT-b9e5e4367488,ARP-2014,assistant_rapporteur,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-09-23, out of 10 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-800066ffb5d7,TNP-00842,CMT-f7166b323046,ARP-2014,member,2014-12-02,2016-12-30,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 5 readable captures of its page; the recorded span 2014-12-02..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-13dba4b616e4,TNP-00842,CMT-f7166b323046,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 5 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-dc6e9c63dc77,TNP-00842,CMT-e5dff9bf0bca,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-1b909ae858cc,TNP-00843,CMT-cab87800ef44,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-f28bae10ac7d,TNP-00843,CMT-601d95a949aa,ARP-2014,member,2014-12-02,2016-04-19,true,"observed on this committee on captures from 2015-03-07 to 2015-10-22, out of 9 readable captures of its page; the recorded span 2014-12-02..2016-04-19 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-3da258f04559,TNP-00843,CMT-601d95a949aa,ARP-2014,member,2016-09-14,2016-12-14,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 9 readable captures of its page; the recorded span 2016-09-14..2016-12-14 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-abeb7bbf5e04,TNP-00227,CMT-894b8d7f301d,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-b7e8684e55fc,TNP-00227,CMT-c19410caa909,ARP-2014,member,2019-08-21,2019-10-05,true,"observed on this committee on captures from 2019-08-21 to 2019-08-21, out of 6 readable captures of its page; the recorded span 2019-08-21..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-cfe1802925e4,TNP-00227,CMT-f7166b323046,ARP-2014,assistant_rapporteur,2014-12-02,2019-08-23,true,"observed on this committee on captures from 2015-03-07 to 2017-05-17, out of 5 readable captures of its page; the recorded span 2014-12-02..2019-08-23 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-65856c30ba30,TNP-00844,CMT-894b8d7f301d,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-f2c92884cad3,TNP-00844,CMT-535731ec7ffd,ARP-2014,member,2014-12-02,2017-01-13,true,"observed on this committee on captures from 2015-03-07 to 2016-09-15, out of 9 readable captures of its page; the recorded span 2014-12-02..2017-01-13 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-16186c7b6e57,TNP-00844,CMT-a48500711e9b,ARP-2014,member,2019-05-08,2019-09-18,true,"observed on this committee on captures from 2019-05-08 to 2019-07-22, out of 12 readable captures of its page; the recorded span 2019-05-08..2019-09-18 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-8d52d5d6b0c7,TNP-00844,CMT-5863460337e8,ARP-2014,chair,2017-02-17,2019-08-23,true,"observed on this committee on captures from 2017-02-17 to 2017-07-02, out of 9 readable captures of its page; the recorded span 2017-02-17..2019-08-23 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-d4456a081f46,TNP-00845,CMT-cab87800ef44,ARP-2014,member,2014-12-02,2017-01-27,true,"observed on this committee on captures from 2015-03-07 to 2016-09-15, out of 11 readable captures of its page; the recorded span 2014-12-02..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-a0cb98957037,TNP-00845,CMT-894b8d7f301d,ARP-2014,member,2017-04-24,2019-07-23,true,"observed on this committee on captures from 2017-04-24 to 2017-06-25, out of 12 readable captures of its page; the recorded span 2017-04-24..2019-07-23 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-c948a03e8a0c,TNP-00845,CMT-3e7af871322d,ARP-2014,vice_chair,2016-09-15,2016-12-30,true,"observed on this committee on captures from 2016-09-15 to 2016-09-15, out of 6 readable captures of its page; the recorded span 2016-09-15..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-f8346d4bb714,TNP-00845,CMT-a48500711e9b,ARP-2014,member,2014-12-02,2016-04-24,true,"observed on this committee on captures from 2015-03-07 to 2016-01-13, out of 12 readable captures of its page; the recorded span 2014-12-02..2016-04-24 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-004d7410ff1f,TNP-00845,CMT-a48500711e9b,ARP-2014,member,2016-09-15,2017-04-29,true,"observed on this committee on captures from 2016-09-15 to 2016-10-07, out of 12 readable captures of its page; the recorded span 2016-09-15..2017-04-29 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-69b0062d8717,TNP-00846,CMT-4633b2874c88,ARP-2014,rapporteur,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-5546adcf23d8,TNP-00846,CMT-c19410caa909,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-ecca8d3a450b,TNP-00228,CMT-4633b2874c88,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-3fb2f439a659,TNP-00228,CMT-c19410caa909,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-6c98ea2b04c3,TNP-00065,CMT-3a051620fd33,ARP-2014,member,2016-12-10,2017-06-25,true,"observed on this committee on captures from 2016-12-10 to 2017-05-25, out of 12 readable captures of its page; the recorded span 2016-12-10..2017-06-25 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-a07574b24212,TNP-00065,CMT-7858621d9962,ARP-2014,assistant_rapporteur,2019-07-23,2019-10-05,true,"observed on this committee on captures from 2019-07-23 to 2019-09-19, out of 12 readable captures of its page; the recorded span 2019-07-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-b633fb2fcc7d,TNP-00065,CMT-47b4ceeab70a,ARP-2014,member,2014-12-02,2016-04-24,true,"observed on this committee on captures from 2015-03-07 to 2016-01-08, out of 8 readable captures of its page; the recorded span 2014-12-02..2016-04-24 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-b90654f4b85e,TNP-00065,CMT-47b4ceeab70a,ARP-2014,member,2016-09-14,2017-05-31,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 8 readable captures of its page; the recorded span 2016-09-14..2017-05-31 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-28130778ec40,TNP-00065,CMT-f7166b323046,ARP-2014,member,2016-09-14,2016-12-30,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 5 readable captures of its page; the recorded span 2016-09-14..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-f167a4db91ac,TNP-00065,CMT-f7166b323046,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 5 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-59306b584b27,TNP-00065,CMT-535731ec7ffd,ARP-2014,assistant_rapporteur,2019-05-08,2019-08-21,true,"observed on this committee on captures from 2019-05-08 to 2019-05-08, out of 9 readable captures of its page; the recorded span 2019-05-08..2019-08-21 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-bc5d42c5745d,TNP-00065,CMT-a48500711e9b,ARP-2014,member,2019-07-22,2019-10-05,true,"observed on this committee on captures from 2019-07-22 to 2019-09-18, out of 12 readable captures of its page; the recorded span 2019-07-22..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-11a3209b801a,TNP-00065,CMT-5863460337e8,ARP-2014,member,2017-02-17,2017-07-02,true,"observed on this committee on captures from 2017-02-17 to 2017-05-29, out of 9 readable captures of its page; the recorded span 2017-02-17..2017-07-02 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-a7c542d37142,TNP-00065,CMT-90ddb75794d7,ARP-2014,assistant_rapporteur,2014-12-02,2016-07-26,true,"observed on this committee on captures from 2015-03-07 to 2015-10-22, out of 8 readable captures of its page; the recorded span 2014-12-02..2016-07-26 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-48de67b8e8ee,TNP-00065,CMT-90ddb75794d7,ARP-2014,assistant_rapporteur,2016-09-14,2017-01-27,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 8 readable captures of its page; the recorded span 2016-09-14..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-5402644fa00e,TNP-00065,CMT-8d6af35d5cb4,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-79b972b1030b,TNP-00400,CMT-4633b2874c88,ARP-2014,assistant_rapporteur,2014-12-02,2019-05-08,true,"observed on this committee on captures from 2015-03-07 to 2017-06-26, out of 12 readable captures of its page; the recorded span 2014-12-02..2019-05-08 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-a56d6c92f471,TNP-00400,CMT-b9e5e4367488,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-09-23, out of 10 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-1c1de8203859,TNP-00400,CMT-3e7af871322d,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 6 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-e226058e2adc,TNP-00400,CMT-90ddb75794d7,ARP-2014,member,2014-12-02,2017-01-27,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 8 readable captures of its page; the recorded span 2014-12-02..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-92fda9db4907,TNP-00847,CMT-b9e5e4367488,ARP-2014,assistant_rapporteur,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-d16758332503,TNP-00847,CMT-601d95a949aa,ARP-2014,member,2016-04-19,2019-08-23,true,"observed on this committee on captures from 2016-04-19 to 2017-06-25, out of 9 readable captures of its page; the recorded span 2016-04-19..2019-08-23 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-808b00d70d7c,TNP-00847,CMT-3e7af871322d,ARP-2014,member,2014-12-02,2016-12-30,true,"observed on this committee on captures from 2015-03-07 to 2016-09-15, out of 6 readable captures of its page; the recorded span 2014-12-02..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-dec65dd6db61,TNP-00848,CMT-cab87800ef44,ARP-2014,member,2019-07-22,2019-10-05,true,"observed on this committee on captures from 2019-07-22 to 2019-09-15, out of 11 readable captures of its page; the recorded span 2019-07-22..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-ce44d31e0986,TNP-00848,CMT-b9e5e4367488,ARP-2014,member,2014-12-02,2016-04-05,true,"observed on this committee on captures from 2015-03-07 to 2015-07-21, out of 10 readable captures of its page; the recorded span 2014-12-02..2016-04-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-0317670d2191,TNP-00848,CMT-b9e5e4367488,ARP-2014,member,2016-09-14,2017-01-27,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 10 readable captures of its page; the recorded span 2016-09-14..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-3151c32726f5,TNP-00848,CMT-47b4ceeab70a,ARP-2014,member,2017-05-31,2019-05-08,true,"observed on this committee on captures from 2017-05-31 to 2017-05-31, out of 8 readable captures of its page; the recorded span 2017-05-31..2019-05-08 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-c557d1ecd77c,TNP-00848,CMT-8a5b9ec83476,ARP-2014,member,2016-07-26,2016-12-30,true,"observed on this committee on captures from 2016-07-26 to 2016-09-14, out of 10 readable captures of its page; the recorded span 2016-07-26..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-dbeaecbc1d09,TNP-00848,CMT-c19410caa909,ARP-2014,member,2016-12-30,2019-08-21,true,"observed on this committee on captures from 2016-12-30 to 2017-05-15, out of 6 readable captures of its page; the recorded span 2016-12-30..2019-08-21 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-ba7a02688072,TNP-00848,CMT-3e7af871322d,ARP-2014,member,2016-09-15,2016-12-30,true,"observed on this committee on captures from 2016-09-15 to 2016-09-15, out of 6 readable captures of its page; the recorded span 2016-09-15..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-4f5af19ee996,TNP-00848,CMT-90ddb75794d7,ARP-2014,member,2014-12-02,2016-07-26,true,"observed on this committee on captures from 2015-03-07 to 2015-10-22, out of 8 readable captures of its page; the recorded span 2014-12-02..2016-07-26 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-1d3ba596f174,TNP-00848,CMT-90ddb75794d7,ARP-2014,member,2016-09-14,2017-01-27,true,"observed on this committee on captures from 2016-09-14 to 2016-09-14, out of 8 readable captures of its page; the recorded span 2016-09-14..2017-01-27 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-211a3cc375ab,TNP-00848,CMT-90ddb75794d7,ARP-2014,assistant_rapporteur,2019-08-21,2019-10-05,true,"observed on this committee on captures from 2019-08-21 to 2019-09-17, out of 8 readable captures of its page; the recorded span 2019-08-21..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-1ae72767854a,TNP-00848,CMT-8d6af35d5cb4,ARP-2014,member,2014-12-02,2019-07-22,true,"observed on this committee on captures from 2017-06-30 to 2017-06-30, out of 4 readable captures of its page; the recorded span 2014-12-02..2019-07-22 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-0c2bf9d47b3c,TNP-00399,CMT-79ca761acaf6,ARP-2014,vice_chair,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
CMM-3597525c761d,TNP-00399,CMT-2bc1cee50ba8,ARP-2014,chair,2014-12-02,2017-01-16,true,"observed on this committee on captures from 2015-03-07 to 2016-10-27, out of 12 readable captures of its page; the recorded span 2014-12-02..2017-01-16 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-40e0d4c03776,TNP-00399,CMT-3e7af871322d,ARP-2014,member,2014-12-02,2016-12-30,true,"observed on this committee on captures from 2015-03-07 to 2016-09-15, out of 6 readable captures of its page; the recorded span 2014-12-02..2016-12-30 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-b0f72fde998f,TNP-00235,CMT-7858621d9962,ARP-2014,member,2014-12-02,2016-12-13,true,"observed on this committee on captures from 2015-03-07 to 2016-11-01, out of 12 readable captures of its page; the recorded span 2014-12-02..2016-12-13 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-602b22914cfb,TNP-00235,CMT-7858621d9962,ARP-2014,member,2019-07-23,2019-10-05,true,"observed on this committee on captures from 2019-07-23 to 2019-09-19, out of 12 readable captures of its page; the recorded span 2019-07-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-71c2f016e182,TNP-00235,CMT-601d95a949aa,ARP-2014,rapporteur,2014-12-02,2016-12-14,true,"observed on this committee on captures from 2015-03-07 to 2016-09-14, out of 9 readable captures of its page; the recorded span 2014-12-02..2016-12-14 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-f34f0d6a22f7,TNP-00235,CMT-601d95a949aa,ARP-2014,member,2019-08-23,2019-10-05,true,"observed on this committee on captures from 2019-08-23 to 2019-08-23, out of 9 readable captures of its page; the recorded span 2019-08-23..2019-10-05 is the outer bound, since each boundary falls in a gap between captures rather than on a known date",MARSAD_ARP2014
CMM-aae556aae9a3,TNP-00235,CMT-e1fb561ef6b9,ARP-2014,member,2014-12-02,2019-10-05,false,,MARSAD_ARP2014
